Subject,ckOrder,ckCode,ckAlignCode,StrandCode,Strand/Domain,Category/Cluster,CCSS Standard,,,GRADE,STRAND,#,letter,merged for check against ckCode,PARSED CODES are grouped here - these have been checked against column C and all miskeys should be corrected as of 4/9/12
ELA,148,1.L.2.a,1L.2.a,L1.2.a,Language,Conventions of Standard English,Capitalize dates and names of people.,,,1,L,2,a,1.L.2.a,
ELA,149,1.L.2.b,1L.2.b,L1.2.b,Language,Conventions of Standard English,Use end punctuation for sentences.,,,1,L,2,b,1.L.2.b,
ELA,150,1.L.2.c,1L.2.c,L1.2.c,Language,Conventions of Standard English,Use commas in dates and to separate single words in a series.,,,1,L,2,c,1.L.2.c,
ELA,151,1.L.2.d,1L.2.d,L1.2.d,Language,Conventions of Standard English,Use conventional spelling for words with common spelling patterns and for frequently occurring irregular words.,,,1,L,2,d,1.L.2.d,
ELA,152,1.L.2.e,1L.2.e,L1.2.e,Language,Conventions of Standard English,"Spell untaught words phonetically, drawing on phonemic awareness and spelling conventions.",,,1,L,2,e,1.L.2.e,
ELA,153,1.L.3,1L.3,L1.3,Language,Knowledge of Language,(Begins in grade 2),,,1,L,3,,1.L.3,
ELA,154,1.L.4,1L.4,L1.4,Language,Vocabulary Acquisition and Use,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 1 reading and content, choosing flexibly from an array of strategies.",,,1,L,4,,1.L.4,
ELA,155,1.L.4.a,1L.4.a,L1.4.a,Language,Vocabulary Acquisition and Use,Use sentence-level context as a clue to the meaning of a word or phrase.,,,1,L,4,a,1.L.4.a,
ELA,156,1.L.4.b,1L.4.b,L1.4.b,Language,Vocabulary Acquisition and Use,Use frequently occurring affixes as a clue to the meaning of a word.,,,1,L,4,b,1.L.4.b,
ELA,157,1.L.4.c,1L.4.c,L1.4.c,Language,Vocabulary Acquisition and Use,"Identify frequently occurring root words (e.g., look) and their inflectional forms (e.g., looks, looked, looking).",,,1,L,4,c,1.L.4.c,
ELA,158,1.L.5,1L.5,L1.5,Language,Vocabulary Acquisition and Use,"With guidance and support from adults, demonstrate understanding of figurative language, word relationships and nuances in word meanings.",,,1,L,5,,1.L.5,
ELA,159,1.L.5.a,1L.5.a,L1.5.a,Language,Vocabulary Acquisition and Use,"Sort words into categories (e.g., colors, clothing) to gain a sense of the concepts the categories represent.",,,1,L,5,a,1.L.5.a,
ELA,160,1.L.5.b,1L.5.b,L1.5.b,Language,Vocabulary Acquisition and Use,"Define words by category and by one or more key attributes (e.g., a duck is a bird that swims; a tiger is a large cat with stripes).",,,1,L,5,b,1.L.5.b,
ELA,161,1.L.5.c,1L.5.c,L1.5.c,Language,Vocabulary Acquisition and Use,"Identify real-life connections between words and their use (e.g., note places at home that are cozy).",,,1,L,5,c,1.L.5.c,
ELA,162,1.L.5.d,1L.5.d,L1.5.d,Language,Vocabulary Acquisition and Use,"Distinguish shades of meaning among verbs differing in manner (e.g., look, peek, glance, stare, glare, scowl) and adjectives differing in intensity (e.g., large, gigantic) by defining or choosing them or by acting out the meanings.",,,1,L,5,d,1.L.5.d,
ELA,163,1.L.6,1L.6,L1.6,Language,Vocabulary Acquisition and Use,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using frequently occurring conjunctions to signal simple relationships (e.g., because).",,,1,L,6,,1.L.6,
ELA,164,2.RL.1,2RL.1,RL2.1,Reading Literature,Key Ideas and Details,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",,,2,RL,1,,2.RL.1,
ELA,165,2.RL.2,2RL.2,RL2.2,Reading Literature,Key Ideas and Details,"Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.",,,2,RL,2,,2.RL.2,
ELA,166,2.RL.3,2RL.3,RL2.3,Reading Literature,Key Ideas and Details,Describe how characters in a story respond to major events and challenges.,,,2,RL,3,,2.RL.3,
ELA,167,2.RL.4,2RL.4,RL2.4,Reading Literature,Craft and Structure,"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",,,2,RL,4,,2.RL.4,
ELA,168,2.RL.5,2RL.5,RL2.5,Reading Literature,Craft and Structure,"Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.",,,2,RL,5,,2.RL.5,
ELA,169,2.RL.6,2RL.6,RL2.6,Reading Literature,Craft and Structure,"Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.",,,2,RL,6,,2.RL.6,
ELA,170,2.RL.7,2RL.7,RL2.7,Reading Literature,Integration of Knowledge and Ideas,"Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.",,,2,RL,7,,2.RL.7,
ELA,171,2.RL.8,2RL.8,RL2.8,Reading Literature,Integration of Knowledge and Ideas,(Not applicable to literature),,,2,RL,8,,2.RL.8,
ELA,172,2.RL.9,2RL.9,RL2.9,Reading Literature,Integration of Knowledge and Ideas,"Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.",,,2,RL,9,,2.RL.9,
ELA,173,2.RL.10,2RL.10,RL2.10,Reading Literature,Range of Reading and Level of Text Complexity,"By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.",,,2,RL,10,,2.RL.10,
ELA,174,2.RI.1,2RI.1,RI2.1,Reading Informational,Key Ideas and Details,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",,,2,RI,1,,2.RI.1,
ELA,175,2.RI.2,2RI.2,RI2.2,Reading Informational,Key Ideas and Details,Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.,,,2,RI,2,,2.RI.2,
ELA,176,2.RI.3,2RI.3,RI2.3,Reading Informational,Key Ideas and Details,"Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text.",,,2,RI,3,,2.RI.3,
ELA,177,2.RI.4,2RI.4,RI2.4,Reading Informational,Craft and Structure,Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject area.,,,2,RI,4,,2.RI.4,
ELA,178,2.RI.5,2RI.5,RI2.5,Reading Informational,Craft and Structure,"Know and use various text features (e.g., captions, bold print, subheadings, glossaries, indexes, electronic menus, icons) to locate key facts or information in a text efficiently.",,,2,RI,5,,2.RI.5,
ELA,179,2.RI.6,2RI.6,RI2.6,Reading Informational,Craft and Structure,"Identify the main purpose of a text, including what the author wants to answer, explain, or describe.",,,2,RI,6,,2.RI.6,
ELA,180,2.RI.7,2RI.7,RI2.7,Reading Informational,Integration of Knowledge and Ideas,"Explain how specific images (e.g., a diagram showing how a machine works) contribute to and clarify a text.",,,2,RI,7,,2.RI.7,
ELA,181,2.RI.8,2RI.8,RI2.8,Reading Informational,Integration of Knowledge and Ideas,Describe how reasons support specific points the author makes in a text.,,,2,RI,8,,2.RI.8,
ELA,182,2.RI.9,2RI.9,RI2.9,Reading Informational,Integration of Knowledge and Ideas,Compare and contrast the most important points presented by two texts on the same topic.,,,2,RI,9,,2.RI.9,
ELA,183,2.RI.10,2RI.10,RI2.10,Reading Informational,Range of Reading and Level of Text Complexity,"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.",,,2,RI,10,,2.RI.10,
ELA,184,2.RF.1,2RF.1,RF2.1,Reading Foundational Skills,Print Concepts,(Specific to K and 1),,,2,RF,1,,2.RF.1,
ELA,185,2.RF.2,2RF.2,RF2.2,Reading Foundational Skills,Phonological Awareness,(Specific to K and 1),,,2,RF,2,,2.RF.2,
ELA,186,2.RF.3,2RF.3,RF2.3,Reading Foundational Skills,Phonics and Word recognition,Know and apply grade-level phonics and word analysis skills in decoding words.,,,2,RF,3,,2.RF.3,
ELA,187,2.RF.3.a,2RF.3.a,RF2.3.a,Reading Foundational Skills,Phonics and Word recognition,Distinguish long and short vowels when reading regularly spelled one-syllable words.,,,2,RF,3,a,2.RF.3.a,
ELA,188,2.RF.3.b,2RF.3.b,RF2.3.b,Reading Foundational Skills,Phonics and Word recognition,Know spelling-sound correspondences for additional common vowel teams.,,,2,RF,3,b,2.RF.3.b,
ELA,189,2.RF.3.c,2RF.3.c,RF2.3.c,Reading Foundational Skills,Phonics and Word recognition,Decode regularly spelled two-syllable words with long vowels.,,,2,RF,3,c,2.RF.3.c,
ELA,190,2.RF.3.d,2RF.3.d,RF2.3.d,Reading Foundational Skills,Phonics and Word recognition,Decode words with common prefixes and suffixes.,,,2,RF,3,d,2.RF.3.d,
ELA,191,2.RF.3.e,2RF.3.e,RF2.3.e,Reading Foundational Skills,Phonics and Word recognition,Identify words with inconsistent but common spelling-sound correspondences.,,,2,RF,3,e,2.RF.3.e,
ELA,192,2.RF.3.f,2RF.3.f,RF2.3.f,Reading Foundational Skills,Phonics and Word recognition,Recognize and read grade-appropriate irregularly spelled words.,,,2,RF,3,f,2.RF.3.f,
ELA,193,2.RF.4,2RF.4,RF2.4,Reading Foundational Skills,Fluency,Read with sufficient accuracy and fluency to support comprehension.,,,2,RF,4,,2.RF.4,
ELA,194,2.RF.4.a,2RF.4.a,RF2.4.a,Reading Foundational Skills,Fluency,Read on-level text with purpose and understanding.,,,2,RF,4,a,2.RF.4.a,
ELA,195,2.RF.4.b,2RF.4.b,RF2.4.b,Reading Foundational Skills,Fluency,"Read on-level text orally with accuracy, appropriate rate, and expression on successive readings.",,,2,RF,4,b,2.RF.4.b,
ELA,196,2.RF.4.c,2RF.4.c,RF2.4.c,Reading Foundational Skills,Fluency,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",,,2,RF,4,c,2.RF.4.c,
ELA,197,2.W.1,2W.1,W2.1,Writing,Text Types and Purposes,"Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words (e.g., because, and, also) to connect opinion and reasons, and provide a concluding statement or section.",,,2,W,1,,2.W.1,
ELA,198,2.W.2,2W.2,W2.2,Writing,Text Types and Purposes,"Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section.",,,2,W,2,,2.W.2,
ELA,199,2.W.3,2W.3,W2.3,Writing,Text Types and Purposes,"Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure.",,,2,W,3,,2.W.3,
ELA,200,2.W.4,2W.4,W2.4,Writing,Production and Distribution of Writing,(Begins in grade 3),,,2,W,4,,2.W.4,
ELA,201,2.W.5,2W.5,W2.5,Writing,Production and Distribution of Writing,"With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing.",,,2,W,5,,2.W.5,
ELA,202,2.W.6,2W.6,W2.6,Writing,Production and Distribution of Writing,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.",,,2,W,6,,2.W.6,
ELA,203,2.W.7,2W.7,W2.7,Writing,Research to Build and Present Knowledge,"Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations).",,,2,W,7,,2.W.7,
ELA,204,2.W.8,2W.8,W2.8,Writing,Research to Build and Present Knowledge,Recall information from experiences or gather information from provided sources to answer a question.,,,2,W,8,,2.W.8,
ELA,205,2.W.9,2W.9,W2.9,Writing,Research to Build and Present Knowledge,(Begins in grade 4),,,2,W,9,,2.W.9,
ELA,206,2.W.10,2W.10,W2.10,Writing,Range of Writing,(Begins in grade 3),,,2,W,10,,2.W.10,
ELA,207,2.SL.1,2SL.1,SL2.1,Speaking & Listening,Comprehension and Collaboration,Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.,,,2,SL,1,,2.SL.1,
ELA,208,2.SL.1.a,2SL.1.a,SL2.1.a,Speaking & Listening,Comprehension and Collaboration,"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).",,,2,SL,1,a,2.SL.1.a,
ELA,209,2.SL.1.b,2SL.1.b,SL2.1.b,Speaking & Listening,Comprehension and Collaboration,Build on others’ talk in conversations by linking their comments to the remarks of others.,,,2,SL,1,b,2.SL.1.b,
ELA,210,2.SL.1.c,2SL.1.c,SL2.1.c,Speaking & Listening,Comprehension and Collaboration,Ask for clarification and further explanation as needed about the topics and texts under discussion.,,,2,SL,1,c,2.SL.1.c,
ELA,211,2.SL.2,2SL.2,SL2.2,Speaking & Listening,Comprehension and Collaboration,Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.,,,2,SL,2,,2.SL.2,
ELA,212,2.SL.3,2SL.3,SL2.3,Speaking & Listening,Comprehension and Collaboration,"Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue.",,,2,SL,3,,2.SL.3,
ELA,213,2.SL.4,2SL.4,SL2.4,Speaking & Listening,Presentation of Knowledge and Ideas,"Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences.",,,2,SL,4,,2.SL.4,
ELA,214,2.SL.5,2SL.5,SL2.5,Speaking & Listening,Presentation of Knowledge and Ideas,"Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings.",,,2,SL,5,,2.SL.5,
ELA,215,2.SL.6,2SL.6,SL2.6,Speaking & Listening,Presentation of Knowledge and Ideas,Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification.,,,2,SL,6,,2.SL.6,
ELA,216,2.L.1,2L.1,L2.1,Language,Conventions of Standard English,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,,,2,L,1,,2.L.1,
ELA,217,2.L.1.a,2L.1.a,L2.1.a,Language,Conventions of Standard English,"Use collective nouns (e.g., group).",,,2,L,1,a,2.L.1.a,
ELA,218,2.L.1.b,2L.1.b,L2.1.b,Language,Conventions of Standard English,"Form and use frequently occurring irregular plural nouns (e.g., feet, children, teeth, mice, fish).",,,2,L,1,b,2.L.1.b,
ELA,219,2.L.1.c,2L.1.c,L2.1.c,Language,Conventions of Standard English,"Use reflexive pronouns (e.g., myself, ourselves).",,,2,L,1,c,2.L.1.c,
ELA,220,2.L.1.d,2L.1.d,L2.1.d,Language,Conventions of Standard English,"Form and use the past tense of frequently occurring irregular verbs (e.g., sat, hid, told).",,,2,L,1,d,2.L.1.d,
ELA,221,2.L.1.e,2L.1.e,L2.1.e,Language,Conventions of Standard English,"Use adjectives and adverbs, and choose between them depending on what is to be modified.",,,2,L,1,e,2.L.1.e,
ELA,222,2.L.1.f,2L.1.f,L2.1.f,Language,Conventions of Standard English,"Produce, expand, and rearrange complete simple and compound sentences (e.g., The boy watched the movie; The little boy watched the movie; The action movie was watched by the little boy).",,,2,L,1,f,2.L.1.f,
ELA,223,2.L.2,2L.2,L2.2,Language,Conventions of Standard English,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",,,2,L,2,,2.L.2,
ELA,224,2.L.2.a,2L.2.a,L2.2.a,Language,Conventions of Standard English,"Capitalize holidays, product names, and geographic names.",,,2,L,2,a,2.L.2.a,
ELA,225,2.L.2.b,2L.2.b,L2.2.b,Language,Conventions of Standard English,Use commas in greetings and closings of letters.,,,2,L,2,b,2.L.2.b,
ELA,226,2.L.2.c,2L.2.c,L2.2.c,Language,Conventions of Standard English,Use an apostrophe to form contractions and frequently occurring possessives.,,,2,L,2,c,2.L.2.c,
ELA,227,2.L.2.d,2L.2.d,L2.2.d,Language,Conventions of Standard English,"Generalize learned spelling patterns when writing words (e.g., cage → badge; boy → boil).",,,2,L,2,d,2.L.2.d,
ELA,228,2.L.2.e,2L.2.e,L2.2.e,Language,Conventions of Standard English,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.",,,2,L,2,e,2.L.2.e,
ELA,229,2.L.3,2L.3,L2.3,Language,Knowledge of Language,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",,,2,L,3,,2.L.3,
ELA,230,2.L.3.a,2L.3.a,L2.3.a,Language,Knowledge of Language,Compare formal and informal uses of English.,,,2,L,3,a,2.L.3.a,
